2021-12-31 17:35:0.325,23460191,PCM,7894,tigxbuncztlx5u3@gmail.com,山东,188.81,"{""ismain"":1",level:34,ts:77,ver:29}
2021-12-31 17:35:0.394,692553,WFT.M,6259,0lqcopeav01cqad@sohu.com,江西,132.49,"{""ismain"":0",level:29,ts:18,ver:12}
2021-12-31 17:35:0.394,838120,WWPS,6044,2maa2rhm@hotmail.com,山东,56.21,"{""ismain"":1",level:31,ts:15,ver:58}
2021-12-31 17:35:0.394,20171431,WWPS,4987,3w0jgv@hotmail.com,北京,68.49,"{""ismain"":0",level:42,ts:13,ver:18}
2021-12-31 17:35:0.394,847788,GEL.M,6581,5f89oygy5@263.net,北京,43.41,"{""ismain"":1",level:61,ts:86,ver:48}
2021-12-31 17:35:0.394,1229431,WCT,9952,d4t5zfv@hotmail.com,湖北,11.23,"{""ismain"":1",level:33,ts:84,ver:61}
2021-12-31 17:35:0.394,21664733,WFT.Linux,1850,qjui0t7h9e0rayuak103@googlemail.com,广东,122.19,"{""ismain"":0",level:96,ts:39,ver:15}
2021-12-31 17:35:0.394,27362963,WFT.HD,3998,5ofmv2z0sqwuyfj@3721.net,河南,53.62,"{""ismain"":1",level:48,ts:44,ver:81}
2021-12-31 17:35:0.394,1149293,PCM,1603,e2qj4iv@googlemail.com,广东,25.06,"{""ismain"":0",level:19,ts:78,ver:32}
2021-12-31 17:35:0.394,677904,WCT,6794,6h79s7vzd@msn.com,北京,124.74,"{""ismain"":0",level:25,ts:50,ver:77}
2021-12-31 17:35:0.394,30867238,WMT.FM,5770,d4xjt7rmpkb8ote3i@yeah.net,湖北,44.98,"{""ismain"":1",level:67,ts:17,ver:93}
2021-12-31 17:35:0.394,30330214,PCM.M,3053,0a3srrha719q4r@yahoo.com,浙江,172.23,"{""ismain"":1",level:89,ts:18,ver:72}
2021-12-31 17:35:0.394,1230433,GEL,9253,mu8lacmwgyv16fk@163.net,浙江,96.28,"{""ismain"":0",level:10,ts:62,ver:76}
2021-12-31 17:35:0.394,994266,GEL.M,7614,eutjkn2lj79ug@hotmail.com,江苏,98.61,"{""ismain"":0",level:94,ts:22,ver:64}
2021-12-31 17:35:0.394,27570519,WFT.HD,7029,teoo58fwftedz@163.net,广东,82.87,"{""ismain"":0",level:89,ts:14,ver:85}
2021-12-31 17:35:0.394,674557,W3C,5339,pnmg49ygnrm00ddq@263.net,上海,101.98,"{""ismain"":0",level:67,ts:98,ver:56}
2021-12-31 17:35:0.394,36338180,WET,2212,us83xdecw5nhwd@sohu.com,上海,164.35,"{""ismain"":1",level:65,ts:70,ver:31}
2021-12-31 17:35:0.394,1013432,WWT.M,8791,2kgoks5d@3721.net,江苏,198.04,"{""ismain"":0",level:59,ts:25,ver:20}
2021-12-31 17:35:0.394,1040735,WWT.HD,3894,lbrdi6wydx@163.net,上海,194.1,"{""ismain"":1",level:37,ts:33,ver:69}
2021-12-31 17:35:0.394,30210473,WMT.FM,9946,jglcm@hotmail.com,上海,122.84,"{""ismain"":0",level:60,ts:76,ver:16}
2021-12-31 17:35:0.394,960424,WFT,9815,dsd3yy3ouikugq@3721.net,江西,167.69,"{""ismain"":1",level:91,ts:46,ver:69}
2021-12-31 17:35:0.394,26879290,WFT.Linux,8716,uvt0v4v3@yahoo.com,安徽,38.87,"{""ismain"":0",level:42,ts:53,ver:64}
2021-12-31 17:35:0.394,29506702,WWT.M,1493,hgvtq6lgjgpkde1z0@sina.com,北京,132.98,"{""ismain"":0",level:80,ts:84,ver:79}
2021-12-31 17:35:0.394,691284,WET,1395,1cegt5fd31xvmgziv@ask.com,江苏,101.58,"{""ismain"":1",level:74,ts:10,ver:84}
2021-12-31 17:35:0.394,24056223,WWT,4622,94mbej3s0pnnn5@live.com,河北,4.62,"{""ismain"":0",level:30,ts:15,ver:10}
2021-12-31 17:35:0.394,20514695,WFT.HD,5824,utrici@163.net,北京,41.62,"{""ismain"":1",level:24,ts:50,ver:69}
2021-12-31 17:35:0.394,30226251,WFC,5429,akw3s0ivgqopckw@qq.com,上海,103.41,"{""ismain"":0",level:17,ts:90,ver:17}
2021-12-31 17:35:0.394,,,,,,,,,,
2021-12-31 17:35:0.394,657130,WET,4837,s8fzdpre8@sina.com,江苏,140.2,"{""ismain"":0",level:44,ts:16,ver:43}
2021-12-31 17:35:0.394,35454722,W3C,2707,ea2ergmpjd@263.net,江西,119.83,"{""ismain"":1",level:88,ts:35,ver:60}
2021-12-31 17:35:0.394,22451272,WWT.M,9418,dm553i@263.net,江西,29.1,"{""ismain"":0",level:83,ts:50,ver:70}
2021-12-31 17:35:0.394,31970675,WWT.HD,4662,tvkshhys8bkz0o@gmail.com,山东,68.93,"{""ismain"":0",level:11,ts:94,ver:56}
2021-12-31 17:35:0.394,685579,WFC,9253,xt2zi1jes62wlo1ut0q@163.com,广东,70.57,"{""ismain"":1",level:36,ts:59,ver:65}
2021-12-31 17:35:0.394,659028,WCT,2981,9ncwehg@163.net,上海,34.51,"{""ismain"":0",level:62,ts:76,ver:39}
2021-12-31 17:35:0.394,962694,WWT,6409,51w7nv0yn7ua@sina.com,安徽,65.72,"{""ismain"":1",level:50,ts:99,ver:37}
2021-12-31 17:35:0.394,1292178,GEL.M,4970,j2vp3u9qjmidyp04@msn.com,上海,108.13,"{""ismain"":0",level:92,ts:26,ver:26}
2021-12-31 17:35:0.394,20444563,WFT,1307,rmjrbt@263.net,北京,84.45,"{""ismain"":0",level:79,ts:41,ver:55}
2021-12-31 17:35:0.394,30499296,WWPS,1309,kj4dp@aol.com,上海,26.3,"{""ismain"":1",level:48,ts:91,ver:65}
2021-12-31 17:35:0.394,865688,WFT.M,9922,3ydr8v6@sina.com,广东,28.02,"{""ismain"":0",level:11,ts:62,ver:58}
2021-12-31 17:35:0.394,32464440,WFT.M,4808,tsy4vjl079s4@qq.com,广东,36.64,"{""ismain"":0",level:21,ts:27,ver:95}
2021-12-31 17:35:0.394,20367847,WFT,5406,ifeay9zi@yeah.net,安徽,37.27,"{""ismain"":0",level:17,ts:95,ver:53}
2021-12-31 17:35:0.394,740958,WFT.M,3823,b84qx6@aol.com,湖北,137.83,"{""ismain"":0",level:44,ts:49,ver:49}
2021-12-31 17:35:0.394,1297842,WWT,8177,rc3d9ofl@aol.com,上海,90.17,"{""ismain"":0",level:40,ts:42,ver:73}
2021-12-31 17:35:0.394,745282,WFC,2092,wim7a@gmail.com,北京,124.22,"{""ismain"":0",level:58,ts:19,ver:17}
2021-12-31 17:35:0.394,20069682,WFT.M,5590,ieavgpfzc24h8gu@googlemail.com,江苏,19.82,"{""ismain"":0",level:93,ts:72,ver:67}
2021-12-31 17:35:0.394,838896,WFT.M,7314,7xp34ayjee@qq.com,广东,20.17,"{""ismain"":0",level:73,ts:57,ver:39}
2021-12-31 17:35:0.394,1204393,WCT,8471,jz4ewogtlnvsv39wvr@sohu.com,浙江,20.67,"{""ismain"":0",level:20,ts:30,ver:25}
2021-12-31 17:35:0.394,39908657,WFT.M,1303,1stgzjyefz4rr5if8sp@yahoo.com.cn,上海,184.75,"{""ismain"":1",level:76,ts:90,ver:45}
2021-12-31 17:35:0.394,766222,WWT.M,4427,rrbalif5kcmx3bxdlyc@sohu.com,河南,48.48,"{""ismain"":0",level:13,ts:49,ver:74}
2021-12-31 17:35:0.394,35099886,WFT.M,2943,d10gbd662jm3yt4oon7@yahoo.com,甘肃,16.95,"{""ismain"":0",level:40,ts:45,ver:72}
2021-12-31 17:35:0.394,26691325,WFT,9958,62x41q3b3nqo453@googlemail.com,北京,183.39,"{""ismain"":1",level:45,ts:14,ver:37}
2021-12-31 17:35:0.522,22492015,GEL,8638,vtd2gpvm22piz91@163.net,广东,67.27,"{""ismain"":0",level:83,ts:30,ver:66}
2021-12-31 17:35:0.522,665148,WFT,9531,ay6zfbivs7iqnf@live.com,湖北,161.07,"{""ismain"":0",level:91,ts:49,ver:89}
2021-12-31 17:35:0.522,726651,WWPS,9838,22pn3ntaoecd@hotmail.com,广西,83.73,"{""ismain"":1",level:58,ts:20,ver:49}
2021-12-31 17:35:0.522,31923005,PCM,9983,cfzu85@163.net,江苏,70.6,"{""ismain"":0",level:56,ts:41,ver:43}
2021-12-31 17:35:0.522,25947503,GEL.M,6194,ejaq1ul8wi2x@ask.com,上海,152.77,"{""ismain"":1",level:70,ts:11,ver:14}
2021-12-31 17:35:0.522,891701,WWT.M,7551,joa77ojyh@163.net,上海,120.23,"{""ismain"":0",level:52,ts:98,ver:45}
2021-12-31 17:35:0.522,695353,PCM,6602,w7q4tsnudhp@googlemail.com,广西,89.18,"{""ismain"":0",level:42,ts:77,ver:45}
2021-12-31 17:35:0.522,858432,WET,2765,ujowf@3721.net,江西,154.49,"{""ismain"":1",level:94,ts:99,ver:84}
2021-12-31 17:35:0.522,30155663,PCM.M,3991,5tqwythc8t@live.com,安徽,55,"{""ismain"":0",level:64,ts:75,ver:67}
2021-12-31 17:35:0.522,21500704,PCM,3454,kcwwy@sina.com,江苏,81.71,"{""ismain"":1",level:88,ts:76,ver:76}
2021-12-31 17:35:0.522,648898,W3C,2000,p9i2jqcq@googlemail.com,山东,196.33,"{""ismain"":0",level:33,ts:86,ver:31}
2021-12-31 17:35:0.522,,,,,,,,,,
2021-12-31 17:35:0.522,749144,PCM,2800,mfvq4yhq6y2do7jx@263.net,河北,71.57,"{""ismain"":0",level:65,ts:11,ver:19}
2021-12-31 17:35:0.522,29545394,W3C,9877,tc5nusdif1bvcgy0r2t9@gmail.com,江西,99.02,"{""ismain"":0",level:31,ts:25,ver:92}
2021-12-31 17:35:0.522,989624,WMT.FM,8496,rnj8cp1wo10xkwxd3aef@qq.com,北京,138.36,"{""ismain"":1",level:44,ts:73,ver:61}
2021-12-31 17:35:0.522,30257688,WFT,5165,i41yxpy97rbmtcn@yeah.net,河南,100.51,"{""ismain"":0",level:78,ts:25,ver:77}
2021-12-31 17:35:0.522,22843703,WFT.Linux,1340,4qlivoy@hotmail.com,河南,82.46,"{""ismain"":1",level:79,ts:77,ver:41}
2021-12-31 17:35:0.522,36579800,PCM.M,6803,vgf7ergt5izz9f1xcjak@googlemail.com,上海,138.32,"{""ismain"":1",level:47,ts:53,ver:49}
2021-12-31 17:35:0.522,20397298,WFT.Linux,9162,svwu6ecn4tjhcaqljn@sohu.com,江西,84.49,"{""ismain"":1",level:79,ts:45,ver:74}
2021-12-31 17:35:0.522,21716560,WFT.Linux,4988,ecjnyq0tzhhg@ask.com,北京,117.55,"{""ismain"":1",level:18,ts:60,ver:85}
2021-12-31 17:35:0.522,23400363,PCM,8939,dkv5y@126.com,北京,120.8,"{""ismain"":1",level:61,ts:97,ver:25}
2021-12-31 17:35:0.522,26330226,PCM,9056,2xsq6k1on6k03lsh1@gmail.com,安徽,10.91,"{""ismain"":1",level:81,ts:85,ver:83}
2021-12-31 17:35:0.522,668580,WFT.Linux,9027,4jrgx2oefqefipt5oynh@163.net,山东,73.89,"{""ismain"":1",level:86,ts:75,ver:59}
2021-12-31 17:35:0.522,1246304,WFT.M,7917,uswrvomzi3gd2y49k@0355.net,江苏,127.06,"{""ismain"":1",level:34,ts:90,ver:89}
2021-12-31 17:35:0.522,779167,WFT.HD,8426,hgnyraz8mi9h@live.com,江苏,5.05,"{""ismain"":1",level:45,ts:76,ver:85}
2021-12-31 17:35:0.522,37612575,WFT.Linux,2815,nsz8b6xqx@aol.com,山东,112.22,"{""ismain"":0",level:43,ts:31,ver:41}
2021-12-31 17:35:0.522,25849005,GEL,4467,9h6844gr5@yahoo.com,上海,127.9,"{""ismain"":0",level:20,ts:19,ver:19}
2021-12-31 17:35:0.522,648514,PCM.M,6504,y492j04di0b7lwv1jlvf@aol.com,江苏,33.82,"{""ismain"":1",level:38,ts:82,ver:10}
